First Name,Last Name,Email,Gender,Age,Department,Attendance (%),Midterm Score,Final Score,Assignment Average,Quiz Average,Participation Score,Project Score,Total Score,Grade,Study Hours Per Week,Extracurricular Activity,Internet Access,Parent's Education,Family Income,Stress Level
Reyansh,Banerjee,reyansh.banerjee233@example.com,Male,24,Computer Science,84.04,88.54,55.93,81.8,88.31,60.21,79.84,73.81,B,10,No,Yes,High School,Middle,Low
Myra,Kumar,myra.kumar373@example.com,Other,17,Electronics,74.96,68.78,77.22,70.13,65.89,78.34,62.95,71.54,B,32,Yes,Yes,Diploma,Low,Low
Aadhya,Kumar,aadhya.kumar366@example.com,Female,19,Data Science,69.14,80.19,54.77,81.66,79.55,60.74,67.87,69.25,C,35,No,No,Master,Low,High
Aditya,Tiwari,aditya.tiwari714@example.com,Male,25,Mechanical,91.94,55.28,65.03,79.62,83.4,75.48,68.83,67.52,C,10,Yes,No,Bachelor,Middle,Medium
Pari,Pandey,pari.pandey602@example.com,Male,25,Information Technology,94.22,96.08,86.68,75.85,64.3,69.7,82.27,83.88,B,25,No,Yes,Diploma,Low,Medium
Navya,Verma,navya.verma808@example.com,Female,25,Civil,84.18,91.02,81.76,59.97,86.62,68.02,71.39,79.57,B,31,No,No,Diploma,Middle,Medium
Aarav,Patel,aarav.patel205@example.com,Male,22,Information Technology,82.5,99.94,100.0,81.07,71.8,83.35,86.65,92.16,A,32,No,Yes,High School,Middle,Low
Pari,Sharma,pari.sharma279@example.com,Female,19,Computer Science,76.79,96.93,75.45,79.98,81.99,82.22,86.07,83.55,B,7,No,No,Master,Low,Medium
Anika,Nair,anika.nair911@example.com,Other,20,Electronics,73.83,61.63,55.5,79.4,83.35,82.58,96.09,68.81,C,24,Yes,Yes,Master,Middle,Low
Saanvi,Kapoor,saanvi.kapoor843@example.com,Other,17,Mechanical,79.94,80.03,55.62,71.13,82.35,86.49,72.47,69.95,C,22,Yes,No,Diploma,Middle,High
Siya,Gupta,siya.gupta594@example.com,Male,19,Computer Science,79.28,47.23,66.64,83.9,80.9,83.01,76.6,67.62,C,7,Yes,Yes,Diploma,Low,High
Saanvi,Gupta,saanvi.gupta271@example.com,Other,18,Data Science,80.07,60.1,82.48,79.21,79.9,72.74,50.16,72.42,B,17,Yes,No,Master,High,Medium
Diya,Patel,diya.patel180@example.com,Other,18,Civil,90.97,62.82,59.06,81.93,69.3,88.6,83.4,68.36,C,26,No,Yes,High School,Low,Low
Anaya,Reddy,anaya.reddy582@example.com,Other,20,Civil,86.84,49.51,90.18,77.61,69.57,79.43,54.69,71.98,B,14,No,Yes,PhD,Middle,Low
Pari,Saxena,pari.saxena570@example.com,Female,17,Information Technology,84.09,54.56,51.71,59.78,87.35,71.71,94.4,62.47,C,35,Yes,No,Bachelor,Middle,Medium
Sai,Sharma,sai.sharma411@example.com,Male,24,Computer Science,74.64,44.39,55.25,87.36,72.13,72.52,77.92,62.17,C,32,No,Yes,PhD,High,Medium
Atharv,Iyer,atharv.iyer439@example.com,Other,23,Computer Science,85.02,86.76,93.73,71.4,58.09,73.87,79.12,82.62,B,13,Yes,No,Bachelor,Middle,High
Aadhya,Malhotra,aadhya.malhotra30@example.com,Other,20,Mechanical,70.36,55.64,77.16,74.51,74.39,70.42,73.24,70.38,B,16,Yes,Yes,Bachelor,Low,High
Sai,Singh,sai.singh491@example.com,Female,17,Electrical,70.76,83.35,87.53,56.54,62.85,63.03,68.2,76.21,B,11,Yes,Yes,Diploma,High,Low
Arjun,Pandey,arjun.pandey344@example.com,Male,20,Electronics,79.17,48.26,58.17,64.96,76.49,78.69,67.34,60.49,C,6,No,Yes,PhD,High,Medium
Atharv,Banerjee,atharv.banerjee34@example.com,Other,21,Computer Science,81.77,61.8,67.93,91.73,90.09,65.0,85.96,73.84,B,6,Yes,No,PhD,Low,High
Aarav,Iyer,aarav.iyer472@example.com,Female,24,Computer Science,88.11,52.78,84.28,90.38,60.53,68.82,88.21,74.56,B,18,No,No,Diploma,High,Low
Myra,Das,myra.das4@example.com,Female,25,Civil,82.71,78.27,77.11,78.91,58.08,88.47,90.04,77.63,B,29,No,Yes,Master,Middle,Medium
Krishna,Tiwari,krishna.tiwari924@example.com,Other,17,Information Technology,77.71,69.35,49.03,80.14,80.86,77.38,89.49,67.42,C,28,No,Yes,Master,Low,High
Reyansh,Reddy,reyansh.reddy765@example.com,Female,25,Mechanical,76.66,78.47,56.71,74.76,71.91,80.25,71.57,69.04,C,26,Yes,No,Diploma,Low,Medium
Reyansh,Kapoor,reyansh.kapoor501@example.com,Male,25,Mechanical,78.69,82.39,65.45,58.93,95.0,91.81,60.49,72.48,B,9,No,No,PhD,Middle,Medium
Krishna,Saxena,krishna.saxena49@example.com,Male,20,Mechanical,86.9,62.46,75.95,77.94,71.19,70.16,67.71,71.29,B,10,No,No,Bachelor,High,Medium
Saanvi,Mehta,saanvi.mehta370@example.com,Other,21,Information Technology,70.84,57.52,70.99,67.84,82.18,92.87,69.04,69.17,C,8,No,Yes,Master,Middle,High
Vivaan,Chatterjee,vivaan.chatterjee705@example.com,Other,21,Information Technology,82.39,77.5,79.08,75.76,82.91,82.82,61.15,76.96,B,35,Yes,Yes,High School,High,High
Ishaan,Singh,ishaan.singh459@example.com,Other,18,Mechanical,88.69,83.31,60.55,75.38,82.2,75.91,88.88,74.23,B,25,No,Yes,Diploma,High,High
Riya,Gupta,riya.gupta202@example.com,Other,22,Electrical,100.0,58.21,51.28,78.04,82.66,75.69,93.44,65.6,C,13,No,No,Bachelor,Low,High
Reyansh,Patel,reyansh.patel727@example.com,Other,18,Electrical,66.61,80.39,62.91,92.19,97.91,70.33,69.41,76.19,B,24,No,Yes,PhD,Low,Low
Aditya,Malhotra,aditya.malhotra339@example.com,Female,17,Data Science,88.6,64.19,71.32,75.25,50.96,77.86,67.72,68.06,C,25,Yes,No,Master,Low,High
Myra,Das,myra.das690@example.com,Other,21,Computer Science,75.07,91.65,53.15,83.13,70.65,75.2,85.48,73.36,B,10,Yes,No,Diploma,High,Medium
Aditya,Kumar,aditya.kumar901@example.com,Male,19,Data Science,83.4,78.56,86.52,71.69,66.65,67.15,66.1,77.31,B,21,Yes,Yes,High School,Low,Low
Arjun,Nair,arjun.nair278@example.com,Male,22,Data Science,100.0,88.67,51.73,61.78,79.78,83.47,82.59,69.95,C,28,Yes,Yes,Diploma,High,Low
Sai,Gupta,sai.gupta269@example.com,Other,18,Civil,77.45,68.12,76.92,75.86,47.37,75.7,65.78,70.43,B,26,No,Yes,High School,High,Low
Sai,Chatterjee,sai.chatterjee761@example.com,Other,21,Electrical,81.75,100.0,77.51,71.86,85.06,82.83,81.04,83.66,B,19,No,No,PhD,Low,High
Pari,Das,pari.das876@example.com,Other,23,Civil,86.07,100.0,55.04,79.74,62.88,83.56,64.98,73.19,B,19,Yes,No,PhD,Middle,High
Myra,Sharma,myra.sharma752@example.com,Female,17,Computer Science,75.83,65.57,86.64,84.18,59.05,78.55,67.49,75.93,B,27,No,Yes,High School,Middle,High
Aditya,Yadav,aditya.yadav564@example.com,Male,18,Electrical,67.41,66.74,67.37,99.27,79.2,64.22,69.22,73.21,B,11,Yes,Yes,PhD,Low,High
Siya,Gupta,siya.gupta672@example.com,Female,23,Civil,90.21,100.0,48.21,56.2,96.45,81.9,65.58,70.6,B,22,Yes,No,Diploma,Middle,Medium
Krishna,Pandey,krishna.pandey298@example.com,Other,22,Electronics,85.35,30.46,72.05,78.28,85.09,67.86,77.03,64.18,C,32,Yes,Yes,Bachelor,High,Medium
Navya,Reddy,navya.reddy600@example.com,Other,23,Information Technology,70.75,73.83,58.57,70.92,62.05,84.51,86.3,68.66,C,26,No,No,Master,Low,Medium
Pari,Chatterjee,pari.chatterjee122@example.com,Other,22,Mechanical,77.65,70.57,50.27,72.0,73.4,100.0,62.66,64.64,C,20,No,No,PhD,Low,Medium
Reyansh,Saxena,reyansh.saxena189@example.com,Female,25,Mechanical,94.64,84.95,76.21,92.59,78.47,81.89,75.36,81.28,B,25,Yes,Yes,Diploma,High,High
Saanvi,Kapoor,saanvi.kapoor670@example.com,Other,24,Mechanical,92.24,86.45,62.61,61.81,71.56,70.0,75.24,70.98,B,8,Yes,No,Diploma,Middle,High
Vivaan,Das,vivaan.das926@example.com,Male,17,Mechanical,92.37,63.14,71.36,75.58,84.18,55.53,68.72,70.16,B,8,Yes,Yes,Bachelor,Middle,Medium
Sai,Singh,sai.singh435@example.com,Female,19,Civil,82.11,88.0,64.62,56.23,81.44,71.65,61.72,70.95,B,26,No,Yes,PhD,Middle,Medium
Siya,Pandey,siya.pandey914@example.com,Other,20,Electrical,73.76,67.23,62.93,52.94,84.76,90.75,83.82,68.17,C,24,No,Yes,Master,High,Medium
Anaya,Gupta,anaya.gupta590@example.com,Other,22,Computer Science,68.62,66.98,71.9,80.99,82.02,70.66,76.98,73.49,B,31,No,No,Bachelor,High,Low
Vivaan,Singh,vivaan.singh645@example.com,Female,21,Data Science,84.57,91.84,82.57,82.89,75.01,92.1,80.92,84.49,B,34,Yes,No,Diploma,Low,Medium
Saanvi,Kumar,saanvi.kumar797@example.com,Female,21,Data Science,71.39,91.05,82.47,70.57,68.25,80.97,81.56,81.24,B,32,No,Yes,PhD,High,Low
Sai,Iyer,sai.iyer534@example.com,Other,18,Computer Science,81.97,74.67,97.5,85.72,76.29,87.41,63.61,84.01,B,25,No,No,Diploma,High,High
Siya,Verma,siya.verma604@example.com,Other,21,Electronics,83.98,97.14,68.73,66.52,66.17,67.1,66.58,74.95,B,7,Yes,Yes,Bachelor,High,High
Shaurya,Reddy,shaurya.reddy439@example.com,Female,19,Electrical,76.29,48.92,72.23,84.02,63.11,93.19,82.13,69.3,C,22,Yes,No,Bachelor,High,High
Shaurya,Verma,shaurya.verma11@example.com,Other,18,Computer Science,90.31,60.13,84.82,64.08,84.68,79.72,82.64,75.05,B,26,No,No,High School,Middle,Medium
Arjun,Gupta,arjun.gupta374@example.com,Female,21,Computer Science,68.24,56.57,80.96,65.52,79.56,64.33,86.18,72.1,B,16,No,Yes,High School,Low,Medium
Atharv,Reddy,atharv.reddy463@example.com,Female,24,Information Technology,67.67,78.28,81.38,68.03,80.98,80.6,69.53,77.34,B,9,Yes,No,Master,High,High
Atharv,Nair,atharv.nair403@example.com,Other,20,Electrical,69.91,40.56,77.24,59.35,75.14,75.37,84.15,65.78,C,32,Yes,Yes,Diploma,Middle,Low
Krishna,Iyer,krishna.iyer268@example.com,Other,18,Electrical,76.98,65.06,82.98,78.35,77.79,82.69,57.57,74.73,B,9,Yes,No,PhD,Low,High
Aadhya,Saxena,aadhya.saxena752@example.com,Other,22,Civil,87.57,79.19,56.75,72.56,73.53,76.66,80.01,69.73,C,16,No,Yes,PhD,Low,Low
Aditya,Das,aditya.das105@example.com,Female,22,Mechanical,94.31,86.23,52.32,81.22,89.95,81.87,89.09,74.05,B,34,Yes,Yes,High School,High,High
Aarav,Kapoor,aarav.kapoor90@example.com,Other,17,Electronics,100.0,85.36,75.74,85.45,75.74,78.24,71.78,79.33,B,23,No,No,High School,Low,High
Aadhya,Nair,aadhya.nair641@example.com,Other,22,Civil,95.63,57.72,94.99,80.0,57.21,81.68,50.8,74.56,B,26,No,Yes,Master,High,High
Shaurya,Joshi,shaurya.joshi548@example.com,Other,18,Information Technology,86.26,83.28,63.11,76.24,97.45,72.94,63.29,74.07,B,12,Yes,Yes,Bachelor,Middle,Low
Atharv,Yadav,atharv.yadav975@example.com,Other,24,Data Science,94.82,99.44,72.06,85.11,90.1,70.58,70.18,82.4,B,5,Yes,Yes,Master,Middle,Medium
Saanvi,Kumar,saanvi.kumar462@example.com,Male,18,Electrical,92.31,95.28,80.44,66.2,97.84,72.69,71.98,82.52,B,20,Yes,Yes,High School,Middle,Medium
Reyansh,Nair,reyansh.nair319@example.com,Other,19,Information Technology,83.42,93.31,84.81,79.15,79.56,78.44,82.7,85.03,A,7,Yes,No,PhD,High,Low
Riya,Yadav,riya.yadav299@example.com,Female,24,Computer Science,54.7,65.55,75.62,63.49,78.64,75.96,97.07,73.75,B,30,No,No,Diploma,Low,Low
Saanvi,Yadav,saanvi.yadav503@example.com,Other,20,Mechanical,95.73,63.01,69.74,74.26,68.58,79.95,66.9,68.85,C,10,Yes,Yes,PhD,High,Medium
Myra,Nair,myra.nair487@example.com,Female,17,Mechanical,68.69,79.34,81.44,66.96,84.74,71.68,79.04,78.35,B,17,No,Yes,Diploma,Middle,High
Saanvi,Malhotra,saanvi.malhotra353@example.com,Other,22,Information Technology,88.2,69.5,78.82,69.84,71.64,75.94,67.04,73.1,B,7,No,No,High School,High,Low
Navya,Yadav,navya.yadav100@example.com,Female,20,Civil,78.23,46.77,64.63,72.15,70.93,75.59,75.26,63.53,C,8,No,No,High School,Middle,Low
Ishaan,Pandey,ishaan.pandey299@example.com,Other,25,Electrical,84.79,83.12,62.25,62.97,61.5,73.13,71.78,69.0,C,35,No,Yes,High School,Middle,Low
Sai,Kumar,sai.kumar10@example.com,Other,22,Electrical,72.3,50.56,65.16,76.81,81.14,72.43,71.04,65.81,C,17,Yes,No,Bachelor,Low,Medium
Myra,Kapoor,myra.kapoor559@example.com,Other,24,Electronics,70.73,69.53,59.27,80.73,52.57,74.4,79.61,67.18,C,30,Yes,Yes,Bachelor,Middle,Low
Shaurya,Nair,shaurya.nair917@example.com,Female,21,Data Science,81.84,100.0,77.25,64.96,72.85,60.24,75.03,79.58,B,21,No,Yes,PhD,Low,Medium
Riya,Saxena,riya.saxena621@example.com,Male,24,Computer Science,71.67,83.73,63.76,73.83,66.37,95.39,72.15,72.94,B,35,No,No,PhD,Middle,Medium
Saanvi,Das,saanvi.das980@example.com,Female,22,Computer Science,98.33,82.21,79.23,78.69,78.73,58.72,72.65,78.16,B,29,Yes,No,Bachelor,Low,High
Anika,Chatterjee,anika.chatterjee501@example.com,Female,22,Computer Science,88.45,69.27,50.92,74.48,94.45,90.47,75.26,67.8,C,29,Yes,Yes,High School,Middle,Medium
Ishaan,Gupta,ishaan.gupta512@example.com,Male,17,Mechanical,89.51,64.5,46.44,65.76,92.75,75.26,73.08,62.59,C,30,Yes,No,Master,Low,Medium
Pari,Saxena,pari.saxena979@example.com,Other,25,Electrical,77.0,98.56,96.39,97.19,72.09,80.96,57.8,89.99,A,11,Yes,No,Master,Middle,Medium
Shaurya,Reddy,shaurya.reddy79@example.com,Male,18,Data Science,94.77,52.48,75.25,64.03,66.93,69.63,68.71,66.11,C,31,No,Yes,Diploma,Middle,Low
Krishna,Yadav,krishna.yadav636@example.com,Female,20,Computer Science,74.61,61.78,84.5,63.95,76.65,90.18,69.84,73.77,B,12,Yes,Yes,PhD,Low,Low
Shaurya,Singh,shaurya.singh81@example.com,Other,20,Electrical,72.82,66.54,89.7,76.94,67.63,82.84,62.77,76.75,B,32,Yes,No,Bachelor,Middle,Low
Ishaan,Gupta,ishaan.gupta742@example.com,Other,21,Computer Science,86.81,76.13,67.38,66.61,63.36,83.35,90.75,72.19,B,8,Yes,Yes,Diploma,High,High
Saanvi,Gupta,saanvi.gupta98@example.com,Female,25,Data Science,73.63,76.88,40.69,69.15,73.63,68.9,64.76,61.12,C,32,No,No,PhD,Low,Medium
Arjun,Das,arjun.das945@example.com,Other,19,Computer Science,73.32,74.38,69.19,52.62,48.55,71.93,81.49,67.31,C,33,Yes,No,High School,Low,High
Reyansh,Patel,reyansh.patel769@example.com,Other,17,Civil,52.52,62.5,64.11,88.88,69.38,81.83,77.7,70.19,B,33,No,Yes,Master,High,Medium
Ishaan,Iyer,ishaan.iyer506@example.com,Other,18,Electrical,58.69,81.52,75.23,80.08,100.0,57.16,96.7,81.25,B,7,No,Yes,Master,Middle,Low
Reyansh,Reddy,reyansh.reddy874@example.com,Female,19,Data Science,77.13,74.31,71.32,70.76,67.16,81.3,57.79,70.71,B,13,Yes,No,Bachelor,High,High
Arjun,Singh,arjun.singh199@example.com,Other,23,Mechanical,87.51,63.76,55.05,70.5,89.09,72.65,80.3,66.35,C,8,Yes,No,PhD,Middle,High
Ishaan,Verma,ishaan.verma398@example.com,Male,24,Information Technology,72.69,81.37,82.28,93.49,71.89,84.69,77.18,82.31,B,19,Yes,No,Bachelor,High,Low
Aadhya,Mehta,aadhya.mehta464@example.com,Male,18,Computer Science,92.96,59.22,83.18,73.05,73.23,78.92,79.03,74.05,B,34,Yes,No,High School,Low,High
Anaya,Yadav,anaya.yadav444@example.com,Other,18,Information Technology,78.84,73.22,95.67,84.85,84.43,73.44,65.33,83.17,B,35,No,Yes,Diploma,Low,Low
Pari,Verma,pari.verma571@example.com,Other,19,Computer Science,89.55,83.14,94.09,68.96,71.25,61.61,71.29,81.39,B,30,No,Yes,Bachelor,Low,High
Aditya,Nair,aditya.nair11@example.com,Female,25,Information Technology,89.97,63.0,81.61,73.09,77.89,66.52,77.02,74.09,B,18,Yes,Yes,High School,Low,High
Aarav,Joshi,aarav.joshi751@example.com,Male,18,Civil,50.09,67.2,47.54,87.06,83.33,82.67,94.25,68.39,C,10,No,Yes,Diploma,High,Low
Sai,Patel,sai.patel433@example.com,Female,17,Electrical,70.51,96.21,85.98,72.63,87.63,66.94,66.11,83.76,B,8,Yes,Yes,Diploma,Low,High
Diya,Tiwari,diya.tiwari124@example.com,Female,20,Electronics,73.91,62.07,56.15,87.23,70.89,81.53,69.16,66.34,C,16,No,Yes,High School,Low,Low
Aarav,Gupta,aarav.gupta939@example.com,Other,24,Electronics,61.79,74.05,43.32,74.31,57.58,97.87,86.94,64.17,C,30,No,No,Diploma,Low,High
Shaurya,Das,shaurya.das831@example.com,Male,20,Information Technology,81.06,88.96,59.31,80.43,76.4,80.64,91.27,75.86,B,12,No,No,High School,Low,High
Atharv,Yadav,atharv.yadav506@example.com,Female,22,Data Science,87.32,74.33,47.18,65.4,72.53,78.93,62.44,62.35,C,11,Yes,Yes,High School,Middle,High
Pari,Sharma,pari.sharma142@example.com,Male,18,Electrical,100.0,92.75,81.03,75.72,71.45,68.48,76.93,81.17,B,22,Yes,No,Bachelor,High,Medium
Navya,Saxena,navya.saxena307@example.com,Other,23,Mechanical,82.58,51.37,77.01,73.45,51.11,69.4,71.04,66.5,C,18,Yes,No,Diploma,High,Medium
Ishaan,Das,ishaan.das778@example.com,Female,24,Information Technology,98.88,78.35,51.97,79.86,55.43,88.83,70.35,66.77,C,9,No,Yes,Diploma,Middle,Medium
Atharv,Reddy,atharv.reddy782@example.com,Female,21,Computer Science,79.06,89.89,52.69,61.03,67.0,88.38,57.77,66.96,C,18,Yes,Yes,High School,High,Low
Sai,Tiwari,sai.tiwari563@example.com,Other,18,Civil,51.68,63.23,80.28,87.0,68.44,73.89,89.85,76.48,B,5,No,No,Master,High,Medium
Anaya,Yadav,anaya.yadav196@example.com,Female,18,Information Technology,61.3,64.17,74.86,79.49,67.88,78.34,46.14,69.49,C,20,No,Yes,Diploma,Low,High
Siya,Das,siya.das483@example.com,Female,23,Electronics,73.42,76.8,57.27,75.59,79.36,74.57,78.05,70.05,B,21,No,No,PhD,Middle,Low
Siya,Patel,siya.patel681@example.com,Other,19,Computer Science,70.37,66.9,81.15,76.57,66.96,80.24,84.58,75.78,B,17,Yes,No,Diploma,Middle,Low
Shaurya,Reddy,shaurya.reddy841@example.com,Female,17,Computer Science,59.5,87.39,66.96,79.25,88.37,64.28,67.49,75.97,B,17,Yes,Yes,Diploma,High,Low
Diya,Verma,diya.verma856@example.com,Other,20,Information Technology,77.11,58.24,98.02,66.43,67.33,80.04,61.57,75.73,B,18,No,Yes,High School,High,High
Shaurya,Nair,shaurya.nair947@example.com,Female,19,Data Science,76.04,74.76,67.01,74.07,67.65,62.86,79.86,71.15,B,6,No,Yes,Bachelor,Middle,High
Myra,Joshi,myra.joshi10@example.com,Female,23,Computer Science,97.55,70.28,75.38,81.93,58.77,95.03,78.43,74.71,B,8,No,No,Master,Low,Low
Siya,Tiwari,siya.tiwari90@example.com,Male,17,Mechanical,96.32,59.0,99.27,82.75,80.64,80.34,73.02,81.29,B,20,No,Yes,Diploma,Middle,Low
Siya,Sharma,siya.sharma780@example.com,Other,17,Information Technology,92.01,72.11,42.49,63.83,71.77,81.1,75.32,61.24,C,20,No,Yes,Diploma,High,High
Anaya,Kapoor,anaya.kapoor505@example.com,Female,17,Civil,92.19,40.73,74.15,56.82,83.12,77.06,81.04,64.93,C,14,No,No,Master,Low,High
Atharv,Kumar,atharv.kumar830@example.com,Other,20,Information Technology,71.36,89.19,87.63,80.84,72.45,83.8,67.52,83.28,B,17,Yes,No,PhD,Middle,Medium
Pari,Joshi,pari.joshi10@example.com,Female,18,Mechanical,88.56,94.74,88.06,67.7,78.34,65.07,82.87,84.04,B,8,No,No,Bachelor,Low,Low
Diya,Banerjee,diya.banerjee805@example.com,Male,23,Information Technology,84.51,41.95,54.57,72.17,70.39,65.91,80.67,58.82,C,30,No,No,High School,High,Medium
Shaurya,Joshi,shaurya.joshi134@example.com,Male,24,Computer Science,82.51,67.09,60.66,85.49,93.86,73.16,68.65,70.74,B,33,Yes,Yes,PhD,Low,Medium
Navya,Mehta,navya.mehta453@example.com,Female,24,Electrical,84.91,64.63,69.91,82.4,51.09,91.18,76.87,70.34,B,8,No,No,PhD,Middle,Low
Pari,Tiwari,pari.tiwari530@example.com,Other,21,Civil,75.89,68.66,71.44,57.69,91.94,78.41,81.32,72.07,B,34,Yes,No,Bachelor,High,High
Shaurya,Sharma,shaurya.sharma797@example.com,Other,22,Mechanical,89.52,54.68,79.1,72.32,84.16,56.73,74.81,70.94,B,13,Yes,Yes,Master,Middle,Low
Anika,Banerjee,anika.banerjee956@example.com,Female,19,Civil,73.97,76.48,79.05,67.92,65.45,76.89,65.24,73.89,B,12,No,Yes,Diploma,Low,Low
Aditya,Pandey,aditya.pandey645@example.com,Male,24,Electrical,88.42,64.46,28.4,71.25,61.54,61.69,61.15,52.09,D,13,Yes,No,Bachelor,Middle,Low
Anika,Das,anika.das25@example.com,Other,19,Electronics,81.09,89.93,76.7,68.93,79.47,73.41,67.66,78.05,B,33,No,No,PhD,High,Medium
Aditya,Das,aditya.das445@example.com,Other,19,Civil,68.46,43.72,66.15,76.58,72.84,73.84,64.65,63.01,C,23,No,No,High School,Middle,High
Krishna,Sharma,krishna.sharma860@example.com,Other,19,Information Technology,86.08,50.24,83.64,64.98,64.97,63.33,69.98,68.24,C,30,No,Yes,Master,Low,Medium
Reyansh,Saxena,reyansh.saxena85@example.com,Male,20,Electrical,89.75,77.73,86.68,80.22,60.76,74.69,66.64,78.28,B,22,Yes,Yes,Master,High,Medium
Sai,Sharma,sai.sharma997@example.com,Other,19,Data Science,93.31,52.05,85.41,83.93,95.96,73.9,84.55,77.24,B,6,Yes,Yes,Master,High,Medium
Riya,Mehta,riya.mehta726@example.com,Female,21,Civil,100.0,60.74,48.97,56.2,82.55,59.17,71.53,59.12,C,18,No,No,High School,High,Low
Pari,Kapoor,pari.kapoor685@example.com,Male,24,Mechanical,84.37,72.78,78.38,77.22,89.35,68.48,67.88,76.36,B,25,Yes,Yes,Bachelor,Middle,Medium
Aditya,Malhotra,aditya.malhotra131@example.com,Male,25,Electronics,72.27,82.45,85.51,79.51,88.2,66.22,96.01,84.2,B,9,Yes,Yes,Diploma,High,Medium
Diya,Kumar,diya.kumar259@example.com,Male,18,Information Technology,95.23,81.03,98.73,58.43,67.71,70.65,84.66,82.35,B,35,Yes,No,Master,High,Medium
Arjun,Chatterjee,arjun.chatterjee448@example.com,Male,22,Computer Science,69.5,81.36,92.56,81.95,77.41,68.12,65.84,82.76,B,23,Yes,No,PhD,High,Low
Arjun,Kumar,arjun.kumar819@example.com,Female,23,Mechanical,92.5,81.69,71.41,70.82,49.69,67.29,98.94,74.27,B,18,No,No,Bachelor,Middle,Low
Atharv,Chatterjee,atharv.chatterjee249@example.com,Male,21,Electronics,67.2,72.84,87.11,62.45,76.22,87.38,76.15,77.67,B,28,Yes,No,Diploma,High,Medium
Anika,Joshi,anika.joshi550@example.com,Male,18,Computer Science,100.0,44.97,87.88,73.27,83.26,82.41,67.2,72.16,B,15,Yes,Yes,PhD,High,High
Aarav,Singh,aarav.singh276@example.com,Male,25,Data Science,82.29,42.13,81.05,77.98,81.66,88.58,80.41,71.23,B,27,Yes,Yes,Bachelor,High,Medium
Riya,Patel,riya.patel657@example.com,Other,23,Computer Science,81.48,56.78,61.32,86.87,91.24,75.62,76.55,69.25,C,21,Yes,Yes,High School,Middle,Medium
Navya,Nair,navya.nair211@example.com,Female,23,Civil,70.95,87.59,81.98,94.41,63.46,74.22,78.78,82.69,B,26,No,Yes,Diploma,Middle,High
Anaya,Yadav,anaya.yadav520@example.com,Other,24,Electrical,86.46,66.76,58.91,83.81,82.65,68.84,92.27,70.81,B,22,Yes,No,Diploma,High,Medium
Myra,Das,myra.das130@example.com,Male,23,Data Science,91.7,72.01,73.19,80.54,63.66,78.3,50.17,71.0,B,24,Yes,Yes,Bachelor,High,Low
Krishna,Patel,krishna.patel226@example.com,Male,25,Data Science,88.76,46.58,94.55,71.7,71.46,71.72,72.54,73.48,B,35,Yes,Yes,Bachelor,Middle,High
Navya,Pandey,navya.pandey840@example.com,Male,18,Information Technology,94.19,32.68,91.15,78.38,59.52,67.25,96.12,70.76,B,31,Yes,Yes,High School,Low,Low
Ishaan,Pandey,ishaan.pandey799@example.com,Female,19,Civil,70.54,52.7,89.06,78.39,62.74,80.17,63.69,72.76,B,15,Yes,Yes,Master,High,High
Aarav,Joshi,aarav.joshi117@example.com,Female,22,Electrical,91.01,85.92,79.98,78.62,95.13,78.0,61.82,80.86,B,31,Yes,No,Master,Middle,High
Aditya,Sharma,aditya.sharma846@example.com,Male,22,Mechanical,84.49,100.0,56.78,71.39,79.0,77.46,64.21,73.77,B,18,Yes,Yes,Diploma,Low,Medium
Shaurya,Mehta,shaurya.mehta760@example.com,Female,18,Electronics,91.22,100.0,74.94,65.96,55.41,80.58,89.25,79.62,B,18,No,Yes,High School,Low,Medium
Sai,Sharma,sai.sharma576@example.com,Female,23,Electrical,84.75,69.96,63.16,64.08,84.02,87.14,57.45,67.71,C,22,Yes,No,Bachelor,Low,Medium
Anika,Mehta,anika.mehta688@example.com,Male,25,Mechanical,95.9,78.61,92.99,61.58,57.61,76.51,82.03,79.23,B,30,No,No,High School,Low,Medium
Sai,Kumar,sai.kumar238@example.com,Other,21,Civil,97.96,80.59,68.36,64.74,88.76,68.35,95.54,75.63,B,9,Yes,Yes,High School,High,Medium
Anika,Banerjee,anika.banerjee705@example.com,Male,21,Information Technology,77.16,93.86,82.18,73.63,67.77,74.59,81.14,81.89,B,34,Yes,No,PhD,Low,Low
Anika,Singh,anika.singh44@example.com,Other,21,Computer Science,80.77,61.09,69.52,75.79,48.46,82.58,64.24,66.37,C,17,No,Yes,Master,Middle,High
Arjun,Chatterjee,arjun.chatterjee794@example.com,Female,24,Civil,68.47,44.69,45.09,61.45,65.49,97.53,69.69,54.57,D,33,Yes,No,Bachelor,High,High
Vivaan,Reddy,vivaan.reddy6@example.com,Female,23,Information Technology,81.78,76.01,73.97,74.23,59.66,92.51,97.69,76.38,B,17,Yes,Yes,PhD,Middle,High
Arjun,Gupta,arjun.gupta674@example.com,Other,25,Data Science,63.17,54.64,67.8,65.35,80.07,70.72,100.0,68.74,C,17,Yes,No,PhD,Middle,High
Navya,Das,navya.das562@example.com,Female,19,Computer Science,91.91,73.19,87.4,86.06,67.23,69.84,76.94,79.71,B,32,No,Yes,High School,High,Low
Aadhya,Reddy,aadhya.reddy222@example.com,Female,21,Electrical,88.62,72.09,48.35,66.97,73.11,77.24,99.67,66.13,C,31,Yes,Yes,Master,Low,Low
